Base Unit of Measure,Unrestricted,Storage Location,Material Number,Material Description,Plant,Special Stock,Special stock number
EA,4,PROD,1160105C-X3AB,PL 5/8 x 8 x 2'-9 1/2,HS01,Q,S-1160105-2-04-3-01
EA,7,PROD,1160105C-X3AB,PL 5/8 x 8 x 2'-9 1/2,HS01,Q,S-1160105-2-05-3-01
EA,23,PROD,1160105C-X3BF,PL 5/8 x 8 x 2'-9 1/2,HS01,Q,S-1160105-2-04-3-01
EA,26,PROD,1160105C-X3BF,PL 5/8 x 8 x 2'-9 1/2,HS01,Q,S-1160105-2-05-3-01
EA,8,PROD,1160105C-X3BG,PL 5/8 x 8 x 2'-9,HS01,Q,S-1160105-2-04-3-01
EA,5,PROD,1160105C-X3BG,PL 5/8 x 8 x 2'-9,HS01,Q,S-1160105-2-05-3-01
EA,3,PROD,1160105C-X3BS,PL 5/8 x 8 x 2'-9,HS01,Q,S-1160105-2-04-3-01
EA,3,PROD,1160105C-X3BS,PL 5/8 x 8 x 2'-9,HS01,Q,S-1160105-2-05-3-01
EA,2,PROD,1160105C-X3CB,PL 5/8 x 8 x 2'-9 1/2,HS01,Q,S-1160105-2-04-3-01
EA,2,PROD,1160105C-X3CB,PL 5/8 x 8 x 2'-9 1/2,HS01,Q,S-1160105-2-05-3-01
EA,1,PROD,1160105C-X3CC,PL 5/8 x 8 x 2'-9 1/2,HS01,Q,S-1160105-2-04-3-01
EA,1,PROD,1160105C-X3CC,PL 5/8 x 8 x 2'-9 1/2,HS01,Q,S-1160105-2-05-3-01
EA,11,PROD,1160105C-X3W,PL 5/8 x 8 x 2'-9 1/2,HS01,Q,S-1160105-2-04-3-01
EA,21,PROD,1160105C-X3W,PL 5/8 x 8 x 2'-9 1/2,HS01,Q,S-1160105-2-05-3-01
EA,7,PROD,1160105C-X3Y,PL 5/8 x 8 x 2'-9,HS01,Q,S-1160105-2-04-3-01
EA,7,PROD,1160105C-X3Y,PL 5/8 x 8 x 2'-9,HS01,Q,S-1160105-2-05-3-01
EA,1,PROD,1160105C-X4C,PL 1/2 x 8 x 2'-10,HS01,Q,S-1160105-2-04-3-01
EA,1,PROD,1160105C-X4C,PL 1/2 x 8 x 2'-10,HS01,Q,S-1160105-2-05-3-01
EA,6,PROD,1160105C-X4CT,PL 1/2 x 8 x 2'-9 1/2,HS01,Q,S-1160105-2-05-3-01
EA,3,PROD,1160105C-X4D,PL 1/2 x 8 x 2'-10,HS01,Q,S-1160105-2-04-3-01
EA,6,PROD,1160105C-X4D,PL 1/2 x 8 x 2'-10,HS01,Q,S-1160105-2-05-3-01
EA,3,PROD,1160105C-X4FP,PL 1/2 x 8 x 2'-9,HS01,Q,S-1160105-2-05-3-01
EA,1,PROD,1160105C-X4FS,PL 1/2 x 8 x 2'-9 1/2,HS01,Q,S-1160105-2-05-3-01
EA,1,PROD,1160105C-X4H,PL 1/2 x 8 x 2'-10,HS01,Q,S-1160105-2-04-3-01
EA,1,PROD,1160105C-X4H,PL 1/2 x 8 x 2'-10,HS01,Q,S-1160105-2-05-3-01
EA,1,PROD,1160105D-FBG1A-B1,PL 1 1/4 x 33 x 82'-10 7/8,HS01,Q,S-1160105-2-06-3-02
EA,1,PROD,1160105D-FBG1A-T1,PL 1 1/4 x 33 x 82'-11 1/8,HS01,Q,S-1160105-2-06-3-02
EA,1,PROD,1160105D-FBG1A-WF1,PL 1 1/4 x 26 3/4 x 80'-4 1/16,HS01,Q,S-1160105-2-06-3-02
EA,1,PROD,1160105D-FBG1A-WN1,PL 1 1/4 x 26 3/4 x 80'-4 1/16,HS01,Q,S-1160105-2-06-3-02
EA,2,PROD,1160105D-FBG1A-XA,PL 1 1/4 x 1 3/4 x 79'-10 15/16,HS01,Q,S-1160105-2-06-3-02
EA,2,PROD,1160105D-FBG1A-XB,PL 1 1/4 x 1 3/4 x 79'-10 11/16,HS01,Q,S-1160105-2-06-3-02
EA,2,PROD,1160105D-FPD1-A,PL 1/2 x 27 1/2 x 3'-1 1/4,HS01,Q,S-1160105-2-06-3-13
EA,2,PROD,1160105D-M1A,PL 1/2 x 4 x 4'-6 11/16,HS01,Q,S-1160105-2-06-3-13
EA,1,PROD,1160105D-X1A,PL 1/2 x 27 1/2 x 3'-1 1/4,HS01,Q,S-1160105-2-06-3-02
EA,3,PROD,1160105D-X1B,PL 1/2 x 4 x 4'-6 11/16,HS01,Q,S-1160105-2-06-3-02
EA,4,PROD,1160105D-X1C,PL 1/2 x 27 1/2 x 0'-6,HS01,Q,S-1160105-2-06-3-02
EA,2,PROD,1160105D-X1F,PL 1/2 x 27 1/2 x 0'-6,HS01,Q,S-1160105-2-06-3-02
EA,2,PROD,1160105D-X1G,PL 1/2 x 27 1/2 x 0'-5 1/2,HS01,Q,S-1160105-2-06-3-02
EA,2,PROD,1160105D-X1H,PL 3/4 x 27 x 3'-3 13/16,HS01,Q,S-1160105-2-06-3-02
EA,4,PROD,1160105D-X1K,PL 1/2 x 3 x 2'-6,HS01,Q,S-1160105-2-06-3-02
EA,3,PROD,1160105D-X1M,PL 1/2 x 27 1/2 x 2'-6 1/2,HS01,Q,S-1160105-2-06-3-02
EA,2,PROD,1160105D-X1P,PL 1 x 17 x 2'-6,HS01,Q,S-1160105-2-06-3-02
EA,1,PROD,1160105D-X1S,PL 1 1/4 x 25 1/2 x 6'-6 1/2,HS01,Q,S-1160105-2-06-3-02
EA,2,PROD,1160105D-X1T,PL 3/4 x 15 1/8 x 4'-5 1/2,HS01,Q,S-1160105-2-06-3-02
EA,1,PROD,1160230A-M108A,PL 1/2 x 12 1/2 x 1'-0 1/4,HS01,Q,S-1160230-2-01-3-10
EA,1,PROD,1160230A-M108C,PL 1/2 x 6 x 1'-0 1/4,HS01,Q,S-1160230-2-01-3-10
EA,3,PROD,1160230B-M13-H,PL 1/2 x 6 x 0'-7 1/2,HS01,Q,D-1160230-11176
EA,2,PROD,1160230B-M17-D,PL 1 x 5 x 1'-4,HS01,Q,D-1160230-11139
EA,3,PROD,1160230B-M18-H,PL 1 x 6 x 1'-0,HS01,Q,D-1160230-11142
EA,1,PROD,1160230B-M19-K,PL 1 x 5 x 1'-1,HS01,Q,D-1160230-11145
EA,12,PROD,1160230B-M20-M,PL 1/2 x 3 1/2 x 0'-5,HS01,Q,D-1160230-11145
EA,8,PROD,1160230B-W2-K,PL 3/8 x 2 3/4 x 0'-3,HS01,Q,D-1160230-10786
EA,2,PROD,1160230B-X301D,PL 1/2 x 7 1/2 x 4'-6,HS01,Q,S-1160230-2-03-3-01
EA,1,PROD,1160230B-X301F,PL 1/2 x 7 1/2 x 4'-6,HS01,Q,S-1160230-2-03-3-01
EA,13,PROD,1160230C-M507H,PL 1/2 x 18 3/4 x 3'-2,HS01,Q,S-1160230-2-05-3-10
EA,1,PROD,1160245A-G10J-B1,PL 1 1/2 x 35 x 26'-2 3/8,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G10J-B2,PL 2 1/2 x 35 x 24'-9,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G10J-B3,PL 3 1/2 x 35 x 38'-0,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G10J-B4,PL 2 1/2 x 35 x 24'-6,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G10J-B5,PL 1 1/2 x 35 x 26'-6 15/16,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G10J-T1,PL 1 1/2 x 29 x 26'-2 5/8,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G10J-T2,PL 2 1/2 x 29 x 24'-9,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G10J-T3,PL 3 1/2 x 29 x 38'-0,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G10J-T4,PL 2 1/2 x 29 x 24'-6,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G10J-T5,PL 1 1/2 x 29 x 26'-5 11/16,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G10J-W1,PL 13/16 x 114 x 80'-0 1/16,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G10J-W2,PL 13/16 x 114 x 60'-0 1/4,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G10K-B1,PL 1 x 23 x 36'-8 3/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G10K-B2,PL 1 1/2 x 23 x 63'-3,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G10K-B3,PL 1 x 23 x 38'-11 7/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G10K-T1,PL 1 1/4 x 29 x 79'-6 3/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G10K-T2,PL 1 1/4 x 29 x 59'-5 7/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G10K-W1,PL 13/16 x 114 x 59'-6 1/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G10K-W2,PL 13/16 x 114 x 79'-6 1/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G10L-B1,PL 1 1/2 x 35 x 26'-2 7/16,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G10L-B2,PL 2 1/2 x 35 x 24'-9,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G10L-B3,PL 3 3/4 x 35 x 38'-1,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G10L-B4,PL 2 1/2 x 35 x 21'-3,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G10L-B5,PL 1 1/2 x 35 x 29'-9 1/8,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G10L-T1,PL 1 1/2 x 29 x 25'-11 5/8,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G10L-T2,PL 2 1/2 x 29 x 25'-0,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G10L-T3,PL 3 3/4 x 29 x 38'-0,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G10L-T4,PL 2 1/2 x 29 x 21'-3,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G10L-T5,PL 1 1/2 x 29 x 29'-8 5/8,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G10L-W1,PL 13/16 x 114 x 80'-0 3/16,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G10L-W2,PL 13/16 x 114 x 60'-0 3/8,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G10M-B1,PL 2 x 35 x 70'-0 1/16,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G10M-B2,PL 2 x 35 x 42'-0,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G10M-T1,PL 1 1/2 x 23 x 69'-11 7/8,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G10M-T2,PL 1 1/2 x 23 x 42'-0 9/16,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G10M-W1,PL 13/16 x 114 x 65'-6 1/4,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G10M-W2,PL 13/16 x 99 15/16 x 46'-6 3/16,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G10N-B1,PL 2 x 35 x 25'-11 7/8,HS02,Q,D-1160245-11768
EA,1,PROD,1160245A-G10N-B2,PL 1 1/2 x 35 x 20'-10 5/8,HS02,Q,D-1160245-11768
EA,1,PROD,1160245A-G10N-T1,PL 1 1/4 x 23 x 25'-11 7/8,HS02,Q,D-1160245-11768
EA,1,PROD,1160245A-G10N-T2,PL 1 x 23 x 21'-0 1/4,HS02,Q,D-1160245-11768
EA,1,PROD,1160245A-G10N-W1,PL 3/4 x 90 x 47'-0 1/8,HS02,Q,D-1160245-11768
EA,1,PROD,1160245A-G11J-B1,PL 1 1/2 x 35 x 26'-2 3/8,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G11J-B2,PL 2 1/2 x 35 x 24'-9,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G11J-B3,PL 3 1/2 x 35 x 38'-0,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G11J-B4,PL 2 1/2 x 35 x 24'-6,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G11J-B5,PL 1 1/2 x 35 x 26'-6 15/16,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G11J-T1,PL 1 1/2 x 29 x 26'-2 5/8,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G11J-T2,PL 2 1/2 x 29 x 24'-9,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G11J-T3,PL 3 1/2 x 29 x 38'-0,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G11J-T4,PL 2 1/2 x 29 x 24'-6,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G11J-T5,PL 1 1/2 x 29 x 26'-5 11/16,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G11J-W1,PL 13/16 x 114 x 80'-0 1/16,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G11J-W2,PL 13/16 x 114 x 60'-0 1/4,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G11K-B1,PL 1 x 23 x 36'-8 3/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G11K-B2,PL 1 1/2 x 23 x 63'-3,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G11K-B3,PL 1 x 23 x 38'-11 7/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G11K-T1,PL 1 1/4 x 29 x 79'-6 3/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G11K-T2,PL 1 1/4 x 29 x 59'-5 7/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G11K-W1,PL 13/16 x 114 x 59'-6 1/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G11K-W2,PL 13/16 x 114 x 79'-6 1/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G11L-B1,PL 1 1/2 x 35 x 26'-2 7/16,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G11L-B2,PL 2 1/2 x 35 x 24'-9,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G11L-B3,PL 3 3/4 x 35 x 38'-1,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G11L-B4,PL 2 1/2 x 35 x 21'-3,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G11L-B5,PL 1 1/2 x 35 x 29'-9 1/8,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G11L-T1,PL 1 1/2 x 29 x 25'-11 5/8,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G11L-T2,PL 2 1/2 x 29 x 25'-0,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G11L-T3,PL 3 3/4 x 29 x 38'-0,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G11L-T4,PL 2 1/2 x 29 x 21'-3,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G11L-T5,PL 1 1/2 x 29 x 29'-8 5/8,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G11L-W1,PL 13/16 x 114 x 80'-0 3/16,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G11L-W2,PL 13/16 x 114 x 60'-0 3/8,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G11M-B1,PL 2 x 35 x 70'-0 1/16,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G11M-B2,PL 2 x 35 x 42'-0,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G11M-T1,PL 1 1/2 x 23 x 69'-11 7/8,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G11M-T2,PL 1 1/2 x 23 x 42'-0 9/16,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G11M-W1,PL 13/16 x 114 x 65'-6 1/4,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G11M-W2,PL 13/16 x 99 15/16 x 46'-6 3/16,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G11N-B1,PL 2 x 35 x 25'-11 7/8,HS02,Q,D-1160245-11768
EA,1,PROD,1160245A-G11N-B2,PL 1 1/2 x 35 x 20'-10 5/8,HS02,Q,D-1160245-11768
EA,1,PROD,1160245A-G11N-T1,PL 1 1/4 x 23 x 25'-11 7/8,HS02,Q,D-1160245-11768
EA,1,PROD,1160245A-G11N-T2,PL 1 x 23 x 21'-0 1/4,HS02,Q,D-1160245-11768
EA,1,PROD,1160245A-G11N-W1,PL 3/4 x 90 x 47'-0 1/8,HS02,Q,D-1160245-11768
EA,1,PROD,1160245A-G12J-B1,PL 1 1/2 x 35 x 26'-2 3/8,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G12J-B2,PL 2 1/2 x 35 x 24'-9,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G12J-B3,PL 3 1/2 x 35 x 38'-0,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G12J-B4,PL 2 1/2 x 35 x 24'-6,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G12J-B5,PL 1 1/2 x 35 x 26'-6 15/16,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G12J-T1,PL 1 1/2 x 29 x 26'-2 5/8,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G12J-T2,PL 2 1/2 x 29 x 24'-9,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G12J-T3,PL 3 1/2 x 29 x 38'-0,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G12J-T4,PL 2 1/2 x 29 x 24'-6,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G12J-T5,PL 1 1/2 x 29 x 26'-5 11/16,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G12J-W1,PL 13/16 x 114 x 80'-0 1/16,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G12J-W2,PL 13/16 x 114 x 60'-0 1/4,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G12K-B1,PL 1 x 23 x 36'-8 3/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G12K-B2,PL 1 1/2 x 23 x 63'-3,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G12K-B3,PL 1 x 23 x 38'-11 7/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G12K-T1,PL 1 1/4 x 29 x 79'-6 3/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G12K-T2,PL 1 1/4 x 29 x 59'-5 7/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G12K-W1,PL 13/16 x 114 x 59'-6 1/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G12K-W2,PL 13/16 x 114 x 79'-6 1/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G12L-B1,PL 1 1/2 x 35 x 26'-2 7/16,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G12L-B2,PL 2 1/2 x 35 x 24'-9,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G12L-B3,PL 3 3/4 x 35 x 38'-1,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G12L-B4,PL 2 1/2 x 35 x 21'-3,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G12L-B5,PL 1 1/2 x 35 x 29'-9 1/8,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G12L-T1,PL 1 1/2 x 29 x 25'-11 5/8,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G12L-T2,PL 2 1/2 x 29 x 25'-0,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G12L-T3,PL 3 3/4 x 29 x 38'-0,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G12L-T4,PL 2 1/2 x 29 x 21'-3,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G12L-T5,PL 1 1/2 x 29 x 29'-8 5/8,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G12L-W1,PL 13/16 x 114 x 80'-0 3/16,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G12L-W2,PL 13/16 x 114 x 60'-0 3/8,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G12M-B1,PL 2 x 35 x 70'-0 1/16,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G12M-B2,PL 2 x 35 x 42'-0,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G12M-T1,PL 1 1/2 x 23 x 69'-11 7/8,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G12M-T2,PL 1 1/2 x 23 x 42'-0 9/16,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G12M-W1,PL 13/16 x 114 x 65'-6 1/4,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G12M-W2,PL 13/16 x 99 15/16 x 46'-6 3/16,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G12N-B1,PL 2 x 35 x 25'-11 7/8,HS02,Q,D-1160245-11768
EA,1,PROD,1160245A-G12N-B2,PL 1 1/2 x 35 x 20'-10 5/8,HS02,Q,D-1160245-11768
EA,1,PROD,1160245A-G12N-T1,PL 1 1/4 x 23 x 25'-11 7/8,HS02,Q,D-1160245-11768
EA,1,PROD,1160245A-G12N-T2,PL 1 x 23 x 21'-0 1/4,HS02,Q,D-1160245-11768
EA,1,PROD,1160245A-G12N-W1,PL 3/4 x 90 x 47'-0 1/8,HS02,Q,D-1160245-11768
EA,1,PROD,1160245A-G13J-B1,PL 1 1/2 x 35 x 26'-2 3/8,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G13J-B2,PL 2 1/2 x 35 x 24'-9,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G13J-B3,PL 3 1/2 x 35 x 38'-0,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G13J-B4,PL 2 1/2 x 35 x 24'-6,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G13J-B5,PL 1 1/2 x 35 x 26'-6 15/16,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G13J-T1,PL 1 1/2 x 29 x 26'-2 5/8,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G13J-T2,PL 2 1/2 x 29 x 24'-9,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G13J-T3,PL 3 1/2 x 29 x 38'-0,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G13J-T4,PL 2 1/2 x 29 x 24'-6,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G13J-T5,PL 1 1/2 x 29 x 26'-5 11/16,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G13J-W1,PL 13/16 x 114 x 80'-0 1/16,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G13J-W2,PL 13/16 x 114 x 60'-0 1/4,HS02,Q,D-1160245-11577
EA,1,PROD,1160245A-G13K-B1,PL 1 x 23 x 36'-8 3/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G13K-B2,PL 1 1/2 x 23 x 63'-3,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G13K-B3,PL 1 x 23 x 38'-11 7/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G13K-T1,PL 1 1/4 x 29 x 79'-6 3/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G13K-T2,PL 1 1/4 x 29 x 59'-5 7/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G13K-W1,PL 13/16 x 114 x 59'-6 1/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G13K-W2,PL 13/16 x 114 x 79'-6 1/8,HS02,Q,D-1160245-11625
EA,1,PROD,1160245A-G13L-B1,PL 1 1/2 x 35 x 26'-2 7/16,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G13L-B2,PL 2 1/2 x 35 x 24'-9,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G13L-B3,PL 3 3/4 x 35 x 38'-1,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G13L-B4,PL 2 1/2 x 35 x 21'-3,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G13L-B5,PL 1 1/2 x 35 x 29'-9 1/8,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G13L-T1,PL 1 1/2 x 29 x 25'-11 5/8,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G13L-T2,PL 2 1/2 x 29 x 25'-0,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G13L-T3,PL 3 3/4 x 29 x 38'-0,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G13L-T4,PL 2 1/2 x 29 x 21'-3,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G13L-T5,PL 1 1/2 x 29 x 29'-8 5/8,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G13L-W1,PL 13/16 x 114 x 80'-0 3/16,HS02,Q,D-1160245-11673
EA,1,PROD,1160245A-G13M-B1,PL 2 x 35 x 70'-0 1/16,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G13M-B2,PL 2 x 35 x 42'-0,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G13M-T1,PL 1 1/2 x 23 x 69'-11 7/8,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G13M-T2,PL 1 1/2 x 23 x 42'-0 9/16,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G13M-W1,PL 13/16 x 114 x 65'-6 1/4,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G13M-W2,PL 13/16 x 99 15/16 x 46'-6 3/16,HS02,Q,D-1160245-11721
EA,1,PROD,1160245A-G13N-B1,PL 2 x 35 x 25'-11 7/8,HS02,Q,D-1160245-11768
EA,1,PROD,1160245A-G13N-B2,PL 1 1/2 x 35 x 20'-10 5/8,HS02,Q,D-1160245-11768
EA,1,PROD,1160245A-G13N-T1,PL 1 1/4 x 23 x 25'-11 7/8,HS02,Q,D-1160245-11768
EA,1,PROD,1160245A-G13N-T2,PL 1 x 23 x 21'-0 1/4,HS02,Q,D-1160245-11768
EA,1,PROD,1160245A-G13N-W1,PL 3/4 x 90 x 47'-0 1/8,HS02,Q,D-1160245-11768
EA,1,PROD,1160245A-G14J-B1,PL 1 1/2 x 35 x 26'-2 3/8,HS02,Q,D-1160245-11553
EA,1,PROD,1160245A-G14J-B2,PL 2 1/2 x 35 x 24'-9,HS02,Q,D-1160245-11553
EA,1,PROD,1160245A-G14J-B3,PL 3 1/2 x 35 x 38'-0,HS02,Q,D-1160245-11553
EA,1,PROD,1160245A-G14J-B4,PL 2 1/2 x 35 x 24'-6,HS02,Q,D-1160245-11553
EA,1,PROD,1160245A-G14J-B5,PL 1 1/2 x 35 x 26'-6 15/16,HS02,Q,D-1160245-11553
EA,1,PROD,1160245A-G14J-T1,PL 1 1/2 x 29 x 26'-2 5/8,HS02,Q,D-1160245-11553
EA,1,PROD,1160245A-G14J-T2,PL 2 1/2 x 29 x 24'-9,HS02,Q,D-1160245-11553
EA,1,PROD,1160245A-G14J-T3,PL 3 1/2 x 29 x 38'-0,HS02,Q,D-1160245-11553
EA,1,PROD,1160245A-G14J-T4,PL 2 1/2 x 29 x 24'-6,HS02,Q,D-1160245-11553
EA,1,PROD,1160245A-G14J-T5,PL 1 1/2 x 29 x 26'-5 11/16,HS02,Q,D-1160245-11553
EA,1,PROD,1160245A-G14J-W1,PL 13/16 x 114 x 80'-0 1/16,HS02,Q,D-1160245-11553
EA,1,PROD,1160245A-G14J-W2,PL 13/16 x 114 x 60'-0 1/4,HS02,Q,D-1160245-11553
EA,1,PROD,1160245A-G14K-B1,PL 1 x 23 x 36'-8 3/8,HS02,Q,D-1160245-11601
